DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, central, 0, 0.0, 2.5, 50, 70, 0.611, 0.6755, -597.9533508*(x-0.611)*(x-0.611)*(x-0.611)+57.8519866899*(x-0.611)*(x-0.611)+0.0*(x-0.611)+0.9695746302604675
3, iterativefit, central, 0, 0.0, 2.5, 50, 70, 0.6755, 0.739, 683.498803401*(x-0.6755)*(x-0.6755)*(x-0.6755)-65.1032610239*(x-0.6755)*(x-0.6755)+0.0*(x-0.6755)+1.0498008728027344
3, iterativefit, central, 0, 0.0, 2.5, 50, 70, 0.739, 0.8025, -154.750352514*(x-0.739)*(x-0.739)*(x-0.739)+14.7399710769*(x-0.739)*(x-0.739)+0.0*(x-0.739)+0.9622966647148132
3, iterativefit, central, 0, 0.0, 2.5, 50, 70, 0.8025, 0.8635, 270.297391277*(x-0.8025)*(x-0.8025)*(x-0.8025)-24.7322113019*(x-0.8025)*(x-0.8025)+0.0*(x-0.8025)+0.9821084141731262
3, iterativefit, central, 0, 0.0, 2.5, 50, 70, 0.8635, 0.921, -667.546625702*(x-0.8635)*(x-0.8635)*(x-0.8635)+57.5758964668*(x-0.8635)*(x-0.8635)+0.0*(x-0.8635)+0.9514322280883789
3, iterativefit, central, 0, 0.0, 2.5, 50, 70, 0.921, 0.9795, 71.7939300346*(x-0.921)*(x-0.921)*(x-0.921)-31.8648427301*(x-0.921)*(x-0.921)+0.0*(x-0.921)+1.014885663986206
3, iterativefit, central, 0, 0.0, 2.5, 50, 70, 0.9795, 1.1, 0.920209467411
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, -15, 0, 0.0
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0, 0.076, 1.20375096798
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.076, 0.1815, 8.93372481338*(x-0.076)*(x-0.076)*(x-0.076)+4.20955865796*(x-0.076)*(x-0.076)-1.18652064864*(x-0.076)+1.2037509679794312
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.1815, 0.242, -115.984121443*(x-0.1815)*(x-0.1815)*(x-0.1815)+10.5255590209*(x-0.1815)*(x-0.1815)+0.0*(x-0.1815)+1.135916829109192
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.242, 0.305, 135.628754753*(x-0.242)*(x-0.242)*(x-0.242)-14.7643089265*(x-0.242)*(x-0.242)+0.0*(x-0.242)+1.148758888244629
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.305, 0.37, 26.2318776957*(x-0.305)*(x-0.305)*(x-0.305)-0.670136214633*(x-0.305)*(x-0.305)-0.245371341891*(x-0.305)+1.1240729093551636
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.37, 0.436, -120.085023542*(x-0.37)*(x-0.37)*(x-0.37)+11.8884173307*(x-0.37)*(x-0.37)+0.0*(x-0.37)+1.1124963760375977
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.436, 0.502, 786.844503204*(x-0.436)*(x-0.436)*(x-0.436)-77.8976058172*(x-0.436)*(x-0.436)+0.0*(x-0.436)+1.129758358001709
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.502, 0.567, -343.571047811*(x-0.502)*(x-0.502)*(x-0.502)+33.4981771616*(x-0.502)*(x-0.502)+0.0*(x-0.502)+1.0166510343551636
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.567, 0.6315, 534.658492593*(x-0.567)*(x-0.567)*(x-0.567)-53.2890207283*(x-0.567)*(x-0.567)+0.0*(x-0.567)+1.063827633857727
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.6315, 0.6955, 4.5128632775*(x-0.6315)*(x-0.6315)*(x-0.6315)+1.13977053573*(x-0.6315)*(x-0.6315)-0.201344692528*(x-0.6315)+0.9856001734733582
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.6955, 0.7575, -866.557719392*(x-0.6955)*(x-0.6955)*(x-0.6955)+80.5898679035*(x-0.6955)*(x-0.6955)+0.0*(x-0.6955)+0.9785656332969666
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.7575, 0.8175, 1113.05934412*(x-0.7575)*(x-0.7575)*(x-0.7575)-100.17534097*(x-0.7575)*(x-0.7575)+0.0*(x-0.7575)+1.0818281173706055
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.8175, 0.875, -502.899187479*(x-0.8175)*(x-0.8175)*(x-0.8175)+43.3750549201*(x-0.8175)*(x-0.8175)+0.0*(x-0.8175)+0.9616177082061768
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.875, 0.929, 16.1479796746*(x-0.875)*(x-0.875)*(x-0.875)-4.48896672467*(x-0.875)*(x-0.875)+0.0*(x-0.875)+1.00942063331604
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.929, 0.9825, 161.610267463*(x-0.929)*(x-0.929)*(x-0.929)-28.6033759096*(x-0.929)*(x-0.929)-0.343545880071*(x-0.929)+0.9988735318183899
3, iterativefit, central, 0, 0.0, 2.5, 70, 100, 0.9825, 1.1, 0.923371255398
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, -15, 0, 0.0
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0, 0.077, 1.36572444439
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.077, 0.186, 25.0223568447*(x-0.077)*(x-0.077)*(x-0.077)+5.61732525297*(x-0.077)*(x-0.077)-2.82133407612*(x-0.077)+1.3657244443893433
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.186, 0.251, -47.8473654497*(x-0.186)*(x-0.186)*(x-0.186)+6.8811390314*(x-0.186)*(x-0.186)-0.704885305955*(x-0.186)+1.1573431491851807
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.251, 0.3175, -23.082758753*(x-0.251)*(x-0.251)*(x-0.251)+2.07438475082*(x-0.251)*(x-0.251)-0.416802588948*(x-0.251)+1.1274583339691162
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.3175, 0.3845, -4.60463741821*(x-0.3175)*(x-0.3175)*(x-0.3175)-1.09970522494*(x-0.3175)*(x-0.3175)-0.447142606777*(x-0.3175)+1.1021262407302856
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.3845, 0.4515, 90.7318509738*(x-0.3845)*(x-0.3845)*(x-0.3845)-8.72177170936*(x-0.3845)*(x-0.3845)-0.656513759029*(x-0.3845)+1.0658462047576904
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.4515, 0.5185, 76.2287207222*(x-0.4515)*(x-0.4515)*(x-0.4515)-3.15840933542*(x-0.4515)*(x-0.4515)-0.603345331019*(x-0.4515)+1.0099965333938599
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.5185, 0.5845, -306.552508062*(x-0.5185)*(x-0.5185)*(x-0.5185)+30.3486982981*(x-0.5185)*(x-0.5185)+0.0*(x-0.5185)+0.9783210754394531
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.5845, 0.6495, 40.3303598099*(x-0.5845)*(x-0.5845)*(x-0.5845)-6.8604428632*(x-0.5845)*(x-0.5845)+0.0*(x-0.5845)+1.0223873853683472
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.6495, 0.7135, 206.671852297*(x-0.6495)*(x-0.6495)*(x-0.6495)-16.8665114016*(x-0.6495)*(x-0.6495)-0.380670261626*(x-0.6495)+1.0044777393341064
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.7135, 0.775, -253.863595479*(x-0.7135)*(x-0.7135)*(x-0.7135)+23.418916683*(x-0.7135)*(x-0.7135)+0.0*(x-0.7135)+0.9652073979377747
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.775, 0.8335, 0.00433276306467*(x-0.775)*(x-0.775)*(x-0.775)-0.165382150142*(x-0.775)*(x-0.775)+0.0*(x-0.775)+0.9947327971458435
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.8335, 0.89, 921.157295332*(x-0.8335)*(x-0.8335)*(x-0.8335)-77.8972380522*(x-0.8335)*(x-0.8335)-0.0193052281714*(x-0.8335)+0.994167685508728
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.89, 0.941, -795.462809258*(x-0.89)*(x-0.89)*(x-0.89)+60.8529049082*(x-0.89)*(x-0.89)+0.0*(x-0.89)+0.9105513691902161
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.941, 0.987, -22.6351285456*(x-0.941)*(x-0.941)*(x-0.941)-17.2627338883*(x-0.941)*(x-0.941)+0.0*(x-0.941)+0.9633108377456665
3, iterativefit, central, 0, 0.0, 2.5, 100, 140, 0.987, 1.1, 0.924579679966
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, -15, 0, 0.0
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0, 0.076, 1.5105342865
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.076, 0.1835, 57.6765047404*(x-0.076)*(x-0.076)*(x-0.076)+22.0594614016*(x-0.076)*(x-0.076)-6.74235652507*(x-0.076)+1.5105342864990234
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.1835, 0.2475, -557.66395235*(x-0.1835)*(x-0.1835)*(x-0.1835)+53.5357394256*(x-0.1835)*(x-0.1835)+0.0*(x-0.1835)+1.1123069524765015
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.2475, 0.313, 247.574766179*(x-0.2475)*(x-0.2475)*(x-0.2475)-37.5091589111*(x-0.2475)*(x-0.2475)+0.0*(x-0.2475)+1.1854010820388794
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.313, 0.3795, 636.764215701*(x-0.313)*(x-0.313)*(x-0.313)-50.5305621285*(x-0.313)*(x-0.313)-1.72722689556*(x-0.313)+1.0940487384796143
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.3795, 0.4465, -502.681169986*(x-0.3795)*(x-0.3795)*(x-0.3795)+50.5194575836*(x-0.3795)*(x-0.3795)+0.0*(x-0.3795)+0.9429887533187866
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.4465, 0.5135, 3.98607098421*(x-0.4465)*(x-0.4465)*(x-0.4465)-1.25340478947*(x-0.4465)*(x-0.4465)+0.0*(x-0.4465)+1.0185827016830444
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.5135, 0.5795, 164.968216717*(x-0.5135)*(x-0.5135)*(x-0.5135)-15.4661275168*(x-0.5135)*(x-0.5135)-0.114275823844*(x-0.5135)+1.0141550302505493
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.5795, 0.644, -105.482242032*(x-0.5795)*(x-0.5795)*(x-0.5795)+10.2054069166*(x-0.5795)*(x-0.5795)+0.0*(x-0.5795)+0.9866700768470764
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.644, 0.707, 413.369189821*(x-0.644)*(x-0.644)*(x-0.644)-39.0633884381*(x-0.644)*(x-0.644)+0.0*(x-0.644)+1.0008224248886108
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.707, 0.768, -503.161507907*(x-0.707)*(x-0.707)*(x-0.707)+46.0392779735*(x-0.707)*(x-0.707)+0.0*(x-0.707)+0.9491415619850159
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.768, 0.8265, 866.071681373*(x-0.768)*(x-0.768)*(x-0.768)-75.9977900405*(x-0.768)*(x-0.768)+0.0*(x-0.768)+1.0062456130981445
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.8265, 0.8825, -470.064026534*(x-0.8265)*(x-0.8265)*(x-0.8265)+39.4853782289*(x-0.8265)*(x-0.8265)+0.0*(x-0.8265)+0.9195511341094971
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.8825, 0.9345, 388.939666529*(x-0.8825)*(x-0.8825)*(x-0.8825)-32.7201476147*(x-0.8825)*(x-0.8825)+0.0*(x-0.8825)+0.9608265161514282
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.9345, 0.9845, 23.9688015728*(x-0.9345)*(x-0.9345)*(x-0.9345)+0.680507652474*(x-0.9345)*(x-0.9345)-0.247816777043*(x-0.9345)+0.9270392656326294
3, iterativefit, central, 0, 0.0, 2.5, 140, 10000.0, 0.9845, 1.1, 0.919345796108
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, -15, 0, 0.0
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0, 0.0055, 0.766375720501
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.0055, 0.0155, -1115.62521277*(x-0.0055)*(x-0.0055)*(x-0.0055)-125.66770007*(x-0.0055)*(x-0.0055)+19.5170193911*(x-0.0055)+0.766375720500946
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.0155, 0.0255, -93679.1211151*(x-0.0155)*(x-0.0155)*(x-0.0155)+811.12351108*(x-0.0155)*(x-0.0155)+16.6689778258*(x-0.0155)+0.9478635191917419
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.0255, 0.037, -5839.95420826*(x-0.0255)*(x-0.0255)*(x-0.0255)-107.42216873*(x-0.0255)*(x-0.0255)+4.78771171291*(x-0.0255)+1.1019865274429321
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.037, 0.0495, 14216.9189453*(x-0.037)*(x-0.037)*(x-0.037)-266.567230225*(x-0.037)*(x-0.037)+0.0*(x-0.037)+1.133956789970398
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.0495, 0.0635, -107.108509648*(x-0.0495)*(x-0.0495)*(x-0.0495)+13.4545078872*(x-0.0495)*(x-0.0495)+0.0*(x-0.0495)+1.1200730800628662
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.0635, 0.08, -29056.2625976*(x-0.0635)*(x-0.0635)*(x-0.0635)+709.635032103*(x-0.0635)*(x-0.0635)+0.313746417168*(x-0.0635)+1.1224162578582764
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.08, 0.1005, 218.353092567*(x-0.08)*(x-0.08)*(x-0.08)-17.5820268469*(x-0.08)*(x-0.08)+0.0*(x-0.08)+1.1902668476104736
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.1005, 0.1345, 2481.44409859*(x-0.1005)*(x-0.1005)*(x-0.1005)-130.024764412*(x-0.1005)*(x-0.1005)-0.445574439271*(x-0.1005)+1.1847591400146484
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.1345, 0.196, 20.1642316375*(x-0.1345)*(x-0.1345)*(x-0.1345)+3.68139666674*(x-0.1345)*(x-0.1345)-0.681610285342*(x-0.1345)+1.116831660270691
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.196, 0.2775, -503.369504822*(x-0.196)*(x-0.196)*(x-0.196)+61.5369219645*(x-0.196)*(x-0.196)+0.0*(x-0.196)+1.0935269594192505
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.2775, 0.665, -1.10747329114*(x-0.2775)*(x-0.2775)*(x-0.2775)+0.0*(x-0.2775)*(x-0.2775)+0.0*(x-0.2775)+1.229774832725525
3, iterativefit, central, 2, 0.0, 0.8, 20, 30, 0.665, 1.1, 1.16533589363
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, -15, 0, 0.0
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0, 0.0065, 0.790783762932
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.0065, 0.018, -7620.14180503*(x-0.0065)*(x-0.0065)*(x-0.0065)-250.838284167*(x-0.0065)*(x-0.0065)+21.296094733*(x-0.0065)+0.7907837629318237
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.018, 0.029, -46556.8698501*(x-0.018)*(x-0.018)*(x-0.018)+265.270540127*(x-0.018)*(x-0.018)+12.503522936*(x-0.018)+0.990926206111908
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.029, 0.042, -440.277132701*(x-0.029)*(x-0.029)*(x-0.029)-46.7734829577*(x-0.029)*(x-0.029)+1.43933106318*(x-0.029)+1.0985954999923706
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.042, 0.0565, 10739.3057918*(x-0.042)*(x-0.042)*(x-0.042)-233.579900971*(x-0.042)*(x-0.042)+0.0*(x-0.042)+1.108434796333313
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.0565, 0.073, -1929.85234265*(x-0.0565)*(x-0.0565)*(x-0.0565)+47.7638454805*(x-0.0565)*(x-0.0565)+0.0*(x-0.0565)+1.0920647382736206
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.073, 0.093, 6381.27326965*(x-0.073)*(x-0.073)*(x-0.073)-191.43819809*(x-0.073)*(x-0.073)+0.0*(x-0.073)+1.0963993072509766
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.093, 0.1215, -4762.42376632*(x-0.093)*(x-0.093)*(x-0.093)+203.59361601*(x-0.093)*(x-0.093)+0.0*(x-0.093)+1.0708742141723633
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.1215, 0.1665, 1637.66382999*(x-0.1215)*(x-0.1215)*(x-0.1215)-118.252714557*(x-0.1215)*(x-0.1215)+0.0*(x-0.1215)+1.1259971857070923
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.1665, 0.2315, 24.728030002*(x-0.1665)*(x-0.1665)*(x-0.1665)+2.92699048218*(x-0.1665)*(x-0.1665)-0.693936542959*(x-0.1665)+1.0357675552368164
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.2315, 0.3235, -140.037174202*(x-0.2315)*(x-0.2315)*(x-0.2315)+19.3251300399*(x-0.2315)*(x-0.2315)+0.0*(x-0.2315)+1.0098191499710083
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.3235, 0.694, -2.83549643685*(x-0.3235)*(x-0.3235)*(x-0.3235)-0.109853840974*(x-0.3235)*(x-0.3235)+0.0*(x-0.3235)+1.0643417835235596
